"word","2013-2016","year","proportion"
"adp",NA,"2017-2020",4.50097671194649e-06
"adpaskjiu",NA,"2017-2020",2.25048835597325e-06
"adria",2.25048835597325e-06,"2017-2020",NA
"adrian",9.00195342389298e-06,"2017-2020",4.50097671194649e-06
"adriana",NA,"2017-2020",2.25048835597325e-06
"adrianacohen",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"adrianastuijt",2.25048835597325e-06,"2017-2020",NA
"adrianatarsia",2.25048835597325e-06,"2017-2020",NA
"adriandemers",2.25048835597325e-06,"2017-2020",NA
"adriannamarie",4.50097671194649e-06,"2017-2020",NA
"adrienne",NA,"2017-2020",2.25048835597325e-06
"adriparsonss",2.25048835597325e-06,"2017-2020",NA
"ads",0.000148532231494234,"2017-2020",9.00195342389298e-05
"adskuuxf",NA,"2017-2020",2.25048835597325e-06
"adsn",2.25048835597325e-06,"2017-2020",NA
"aduanebrown",2.25048835597325e-06,"2017-2020",NA
"aduanepotter",2.25048835597325e-06,"2017-2020",NA
"aduliq",NA,"2017-2020",2.25048835597325e-06
"adult",4.50097671194649e-06,"2017-2020",2.25048835597325e-05
"adultprodigy",4.50097671194649e-06,"2017-2020",NA
"adults",1.35029301358395e-05,"2017-2020",2.25048835597325e-05
"adury",NA,"2017-2020",2.25048835597325e-06
"adv",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"advance",1.57534184918127e-05,"2017-2020",3.15068369836254e-05
"advanced",2.25048835597325e-06,"2017-2020",2.7005860271679e-05
"advancement",NA,"2017-2020",2.25048835597325e-06
"advancements",NA,"2017-2020",2.25048835597325e-06
"advances",NA,"2017-2020",6.75146506791974e-06
"advancing",4.50097671194649e-06,"2017-2020",1.12524417798662e-05
"advantage",4.27592787634917e-05,"2017-2020",0.000123776859578529
"advantages",NA,"2017-2020",9.00195342389298e-06
"advent",NA,"2017-2020",2.25048835597325e-06
"adventure",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"adversaries",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"adversary",NA,"2017-2020",4.50097671194649e-06
"adverse",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"adversely",NA,"2017-2020",2.25048835597325e-06
"adversity",4.50097671194649e-06,"2017-2020",NA
"advertina",4.50097671194649e-06,"2017-2020",NA
"advertised",2.25048835597325e-06,"2017-2020",NA
"advertisement",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"advertisements",2.25048835597325e-06,"2017-2020",NA
"advertisers",6.75146506791974e-06,"2017-2020",NA
"advertising",3.60078136955719e-05,"2017-2020",2.02543952037592e-05
"advi",NA,"2017-2020",2.25048835597325e-06
"advice",0.000168786626697993,"2017-2020",5.40117205433579e-05
"advise",4.50097671194649e-06,"2017-2020",9.00195342389298e-06
"advised",2.25048835597325e-06,"2017-2020",1.12524417798662e-05
"advisement",NA,"2017-2020",2.25048835597325e-06
"adviser",1.57534184918127e-05,"2017-2020",2.25048835597325e-05
"advisers",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"advising",NA,"2017-2020",2.25048835597325e-06
"advisor",1.12524417798662e-05,"2017-2020",6.07631856112777e-05
"advisories",NA,"2017-2020",2.25048835597325e-06
"advisors",1.12524417798662e-05,"2017-2020",6.75146506791974e-06
"advisorsource",2.25048835597325e-06,"2017-2020",NA
"advisory",2.25048835597325e-06,"2017-2020",2.92563486276522e-05
"advmn",NA,"2017-2020",2.25048835597325e-06
"advocacy",NA,"2017-2020",4.50097671194649e-06
"advocate",4.50097671194649e-06,"2017-2020",6.75146506791974e-05
"advocated",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"advocates",NA,"2017-2020",4.50097671194649e-06
"advocating",2.25048835597325e-06,"2017-2020",9.00195342389298e-06
"adw",2.25048835597325e-06,"2017-2020",NA
"adzefci",2.25048835597325e-06,"2017-2020",NA
"ae",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"aeailco",NA,"2017-2020",2.25048835597325e-06
"aec",6.75146506791974e-06,"2017-2020",NA
"aeckcvvsho",NA,"2017-2020",2.25048835597325e-06
"aecy",NA,"2017-2020",2.25048835597325e-06
"aedsjdgxfr",2.25048835597325e-06,"2017-2020",NA
"aegyodb",2.25048835597325e-06,"2017-2020",NA
"aehitqezlq",2.25048835597325e-06,"2017-2020",NA
"aeiel",NA,"2017-2020",2.25048835597325e-06
"aeiivccv",NA,"2017-2020",2.25048835597325e-06
"aekvgvmeib",2.25048835597325e-06,"2017-2020",NA
"ael",2.25048835597325e-06,"2017-2020",NA
"aemumqsowm",2.25048835597325e-06,"2017-2020",NA
"aenmad",2.25048835597325e-06,"2017-2020",NA
"aenochs",2.25048835597325e-06,"2017-2020",NA
"aenuivrurs",2.25048835597325e-06,"2017-2020",NA
"aenxrcvmwg",2.25048835597325e-06,"2017-2020",NA
"aerial",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"aerielles",2.25048835597325e-06,"2017-2020",NA
"aerith",2.25048835597325e-06,"2017-2020",NA
"aeroleila",2.25048835597325e-06,"2017-2020",NA
"aerosmith",4.50097671194649e-06,"2017-2020",NA
"aerospace",NA,"2017-2020",4.50097671194649e-06
"aeshamhnvs",2.25048835597325e-06,"2017-2020",NA
"aesop",2.25048835597325e-06,"2017-2020",NA
"aesthetic",2.25048835597325e-06,"2017-2020",NA
"aesthetics",2.25048835597325e-06,"2017-2020",NA
"aetna",NA,"2017-2020",4.50097671194649e-06
"aetv",2.25048835597325e-06,"2017-2020",NA
"aews",2.25048835597325e-06,"2017-2020",NA
"aeypllfzp",2.25048835597325e-06,"2017-2020",NA
"af",4.50097671194649e-06,"2017-2020",1.57534184918127e-05
"afar",NA,"2017-2020",2.25048835597325e-06
"afbf",NA,"2017-2020",4.50097671194649e-06
"afbwqcvuds",2.25048835597325e-06,"2017-2020",NA
"afcallaeldein",2.25048835597325e-06,"2017-2020",NA
"afceljprl",NA,"2017-2020",2.25048835597325e-06
"afchaywards",2.25048835597325e-06,"2017-2020",NA
"afdvxhzvix",2.25048835597325e-06,"2017-2020",NA
"afes",2.25048835597325e-06,"2017-2020",NA
"affair",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"affairs",1.35029301358395e-05,"2017-2020",1.57534184918127e-05
"affect",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"affected",9.00195342389298e-06,"2017-2020",7.87670924590636e-05
"affecting",4.50097671194649e-06,"2017-2020",NA
"affection",4.50097671194649e-06,"2017-2020",NA
"affects",2.25048835597325e-06,"2017-2020",9.00195342389298e-06
"affh",NA,"2017-2020",6.75146506791974e-06
"affiliate",NA,"2017-2020",2.25048835597325e-06
"affiliated",NA,"2017-2020",2.25048835597325e-06
"affirm",NA,"2017-2020",2.25048835597325e-06
"affirmative",NA,"2017-2020",6.75146506791974e-06
"affirmatively",NA,"2017-2020",2.25048835597325e-06
"affirmed",NA,"2017-2020",4.50097671194649e-06
"affirming",NA,"2017-2020",4.50097671194649e-06
"affixed",NA,"2017-2020",2.25048835597325e-06
"afflicting",NA,"2017-2020",2.25048835597325e-06
"affliction",NA,"2017-2020",2.25048835597325e-06
"afford",2.47553719157057e-05,"2017-2020",9.00195342389298e-06
"affordab",NA,"2017-2020",2.25048835597325e-06
"affordable",2.02543952037592e-05,"2017-2020",2.25048835597325e-05
"afforded",NA,"2017-2020",2.25048835597325e-06
"affront",NA,"2017-2020",2.25048835597325e-06
"afghan",9.00195342389298e-06,"2017-2020",1.12524417798662e-05
"afghanis",2.25048835597325e-06,"2017-2020",NA
"afghanistan",4.05087904075184e-05,"2017-2020",5.62622088993312e-05
"afghanistan's",2.25048835597325e-06,"2017-2020",NA
"afghans",NA,"2017-2020",2.25048835597325e-06
"afghanstrategy",NA,"2017-2020",2.25048835597325e-06
"afielding",2.25048835597325e-06,"2017-2020",NA
"afievoli",2.25048835597325e-06,"2017-2020",NA
"afkarai",NA,"2017-2020",2.25048835597325e-06
"afl",NA,"2017-2020",6.75146506791974e-06
"aflacitnl",2.25048835597325e-06,"2017-2020",NA
"aflcio",2.25048835597325e-06,"2017-2020",NA
"aflkwjogc",2.25048835597325e-06,"2017-2020",NA
"afmcarwgm",2.25048835597325e-06,"2017-2020",NA
"afnwwillca",NA,"2017-2020",2.25048835597325e-06
"afolasoji",2.25048835597325e-06,"2017-2020",NA
"afoot",2.25048835597325e-06,"2017-2020",NA
"afp",NA,"2017-2020",4.50097671194649e-06
"afpfnh",2.25048835597325e-06,"2017-2020",NA
"afpheu",2.25048835597325e-06,"2017-2020",NA
"afphq",1.35029301358395e-05,"2017-2020",NA
"afqhydsmb",NA,"2017-2020",2.25048835597325e-06
"afrai",NA,"2017-2020",2.25048835597325e-06
"afraid",0.000141780766426315,"2017-2020",5.17612321873847e-05
"afrangione",2.25048835597325e-06,"2017-2020",NA
"africa",0.000139530278070341,"2017-2020",9.00195342389298e-06
"african",6.52641623232241e-05,"2017-2020",0.000153033208206181
"africanamerican",2.25048835597325e-06,"2017-2020",NA
"africanamericanhistorymonth",NA,"2017-2020",2.25048835597325e-06
"africanpriest",2.25048835597325e-06,"2017-2020",NA
"africans",1.12524417798662e-05,"2017-2020",NA
"afrodeziak",9.00195342389298e-06,"2017-2020",NA
"afspihitrj",2.25048835597325e-06,"2017-2020",NA
"aft",NA,"2017-2020",9.00195342389298e-06
"aftds",2.25048835597325e-06,"2017-2020",NA
"afte",NA,"2017-2020",4.50097671194649e-06
"aftermath",NA,"2017-2020",4.50097671194649e-06
"afternoon",5.85126972553044e-05,"2017-2020",0.000114774906154636
"afternoons",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"aftershave",2.25048835597325e-06,"2017-2020",NA
"afterthought",NA,"2017-2020",2.25048835597325e-06
"afterward",NA,"2017-2020",2.25048835597325e-06
"afthunderbirds",NA,"2017-2020",9.00195342389298e-06
"aftqe",NA,"2017-2020",2.25048835597325e-06
"afxkhhrpsm",4.50097671194649e-06,"2017-2020",NA
"ag",4.50097671194649e-05,"2017-2020",0.000114774906154636
"aga",NA,"2017-2020",6.75146506791974e-06
"agai",NA,"2017-2020",4.50097671194649e-06
"agaiin",2.25048835597325e-06,"2017-2020",NA
"again",1.12524417798662e-05,"2017-2020",NA
"against",2.25048835597325e-06,"2017-2020",NA
"againt",NA,"2017-2020",2.25048835597325e-06
"agalanwilson",NA,"2017-2020",2.25048835597325e-06
"agalarovaras",4.50097671194649e-06,"2017-2020",NA
"agallegos",2.25048835597325e-06,"2017-2020",NA
"agata",NA,"2017-2020",4.50097671194649e-06
"agbwbfnuw",NA,"2017-2020",2.25048835597325e-06
"agcaddauan",2.25048835597325e-06,"2017-2020",NA
"agcaoikxbt",NA,"2017-2020",2.25048835597325e-06
"agccevents",2.25048835597325e-06,"2017-2020",NA
"agdg",2.25048835597325e-06,"2017-2020",NA
"age",4.95107438314114e-05,"2017-2020",5.62622088993312e-05
"agearan",NA,"2017-2020",2.25048835597325e-06
"agegrilli",4.50097671194649e-06,"2017-2020",NA
"agen",NA,"2017-2020",6.75146506791974e-06
"agencies",2.25048835597325e-06,"2017-2020",6.75146506791974e-05
"agency",4.50097671194649e-06,"2017-2020",2.7005860271679e-05
"agend",NA,"2017-2020",2.25048835597325e-06
"agenda",4.27592787634917e-05,"2017-2020",0.000328571299972094
"agendas",NA,"2017-2020",4.50097671194649e-06
"agent",1.35029301358395e-05,"2017-2020",0.000103522464374769
"agents",1.35029301358395e-05,"2017-2020",0.000101271976018796
"agentsanderson",2.25048835597325e-06,"2017-2020",NA
"agentvf",4.50097671194649e-06,"2017-2020",NA
"ages",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"agfbak",NA,"2017-2020",2.25048835597325e-06
"aggr",NA,"2017-2020",2.25048835597325e-06
"aggravated",NA,"2017-2020",2.25048835597325e-06
"aggravation",2.25048835597325e-06,"2017-2020",NA
"aggression",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"aggressive",1.12524417798662e-05,"2017-2020",1.12524417798662e-05
"aggressively",2.25048835597325e-06,"2017-2020",NA
"aggressor",2.25048835597325e-06,"2017-2020",NA
"aggrieved",NA,"2017-2020",2.25048835597325e-06
"agh",NA,"2017-2020",2.25048835597325e-06
"aghamilton",NA,"2017-2020",4.50097671194649e-06
"aghast",NA,"2017-2020",4.50097671194649e-06
"agillogly",2.25048835597325e-06,"2017-2020",NA
"agirland",2.25048835597325e-06,"2017-2020",NA
"agitators",2.25048835597325e-06,"2017-2020",6.30136739672509e-05
"agm",NA,"2017-2020",2.25048835597325e-06
"agmpi",NA,"2017-2020",2.25048835597325e-06
"agnatelee",2.25048835597325e-06,"2017-2020",NA
"agnes",NA,"2017-2020",4.50097671194649e-06
"agnesphagnes",9.00195342389298e-06,"2017-2020",NA
"agnstt",2.25048835597325e-06,"2017-2020",NA
"ago",0.00025655567258095,"2017-2020",0.000420841322566997
"agony",NA,"2017-2020",9.00195342389298e-06
"agoodeye",2.25048835597325e-06,"2017-2020",NA
"agoraindex",2.25048835597325e-06,"2017-2020",NA
"agostinellinick",2.25048835597325e-06,"2017-2020",NA
"agpambondi",NA,"2017-2020",2.25048835597325e-06
"agpt",2.25048835597325e-06,"2017-2020",NA
"agreatcause",2.25048835597325e-06,"2017-2020",NA
"agreatimage",2.25048835597325e-06,"2017-2020",NA
"agree",0.000600880391044857,"2017-2020",0.000276810067784709
"agreed",6.75146506791974e-05,"2017-2020",0.000193541998613699
"agreeing",6.75146506791974e-06,"2017-2020",1.57534184918127e-05
"agreemen",NA,"2017-2020",2.25048835597325e-06
"agreement",2.02543952037592e-05,"2017-2020",0.000216046882173432
"agreements",2.25048835597325e-06,"2017-2020",2.25048835597325e-05
"agrees",2.47553719157057e-05,"2017-2020",3.15068369836254e-05
"agricultural",NA,"2017-2020",6.07631856112777e-05
"agriculture",NA,"2017-2020",3.15068369836254e-05
"agripulse",NA,"2017-2020",2.25048835597325e-06
"agrmt",NA,"2017-2020",2.25048835597325e-06
"ags",NA,"2017-2020",4.50097671194649e-06
"agschneiderman",0.000117025394510609,"2017-2020",NA
"agseliza",2.25048835597325e-06,"2017-2020",NA
"agt",NA,"2017-2020",2.25048835597325e-06
"agtradertalk",2.25048835597325e-06,"2017-2020",NA
"aguhmo",2.25048835597325e-06,"2017-2020",NA
"aguilar",2.25048835597325e-06,"2017-2020",NA
"aguscalo",2.25048835597325e-06,"2017-2020",NA
"agustin",4.50097671194649e-06,"2017-2020",NA
"agwb",NA,"2017-2020",2.25048835597325e-06
"agwilliambarr",NA,"2017-2020",2.25048835597325e-06
"agwvni",NA,"2017-2020",2.25048835597325e-06
"agxulppyag",NA,"2017-2020",2.25048835597325e-06
"agxweankeb",NA,"2017-2020",2.25048835597325e-06
"agy",2.25048835597325e-06,"2017-2020",NA
"agyuvlcu",2.25048835597325e-06,"2017-2020",NA
"agzqud",NA,"2017-2020",2.25048835597325e-06
"ah",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"aha",2.25048835597325e-06,"2017-2020",NA
"ahact",NA,"2017-2020",2.25048835597325e-06
"ahansen",2.25048835597325e-06,"2017-2020",NA
"ahataas",2.25048835597325e-06,"2017-2020",NA
"ahatwearer",2.25048835597325e-06,"2017-2020",NA
"ahavm",NA,"2017-2020",2.25048835597325e-06
"ahca",NA,"2017-2020",2.25048835597325e-06
"ahdelm",NA,"2017-2020",2.25048835597325e-06
"ahdmliwpzi",NA,"2017-2020",2.25048835597325e-06
"ahead",0.000132778813002422,"2017-2020",0.000177788580121886
"ahem",2.25048835597325e-06,"2017-2020",NA
"aheqp",NA,"2017-2020",2.25048835597325e-06
"ahernandez",6.75146506791974e-06,"2017-2020",NA
"ahfol",NA,"2017-2020",2.25048835597325e-06
"ahhh",2.25048835597325e-06,"2017-2020",NA
"ahhhh",NA,"2017-2020",2.25048835597325e-06
"ahhhhhh",2.25048835597325e-06,"2017-2020",NA
"ahic",2.25048835597325e-06,"2017-2020",NA
"ahjmaokfdh",NA,"2017-2020",2.25048835597325e-06
"ahltfg",2.25048835597325e-06,"2017-2020",NA
"ahm",2.25048835597325e-06,"2017-2020",NA
"ahmad",NA,"2017-2020",2.25048835597325e-06
"ahmadinejad",2.25048835597325e-06,"2017-2020",NA
"ahmari",NA,"2017-2020",2.25048835597325e-06
"ahmed",NA,"2017-2020",4.50097671194649e-06
"ahmedabad",NA,"2017-2020",2.25048835597325e-06
"ahmedbawazir",2.25048835597325e-06,"2017-2020",NA
"ahmedmallick",2.25048835597325e-06,"2017-2020",NA
"ahn",NA,"2017-2020",2.25048835597325e-06
"aholes",2.25048835597325e-06,"2017-2020",NA
"ahpnfhq",2.25048835597325e-06,"2017-2020",NA
"ahq",4.50097671194649e-06,"2017-2020",NA
"aht",2.25048835597325e-06,"2017-2020",NA
"ahxg",NA,"2017-2020",2.25048835597325e-06
"ahya",NA,"2017-2020",2.25048835597325e-06
"ahz",NA,"2017-2020",4.50097671194649e-06
"ai",2.25048835597325e-06,"2017-2020",9.00195342389298e-06
"aia",2.25048835597325e-06,"2017-2020",NA
"aibnaohyup",2.25048835597325e-06,"2017-2020",NA
"aid",2.92563486276522e-05,"2017-2020",0.000171037115053967
"aide",2.25048835597325e-06,"2017-2020",1.57534184918127e-05
"aided",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"aides",1.12524417798662e-05,"2017-2020",6.75146506791974e-06
"aidforafrica",2.25048835597325e-06,"2017-2020",NA
"aiding",NA,"2017-2020",2.25048835597325e-06
"aids",4.50097671194649e-06,"2017-2020",1.35029301358395e-05
"aifvrgwolm",NA,"2017-2020",2.25048835597325e-06
"aig",4.50097671194649e-06,"2017-2020",NA
"aigjmyt",NA,"2017-2020",2.25048835597325e-06
"aiiamer",2.25048835597325e-06,"2017-2020",NA
"aiingovsummit",NA,"2017-2020",2.25048835597325e-06
"ailes",2.7005860271679e-05,"2017-2020",9.00195342389298e-06
"ailor",2.25048835597325e-06,"2017-2020",NA
"ails",2.25048835597325e-06,"2017-2020",NA
"ailsa",2.25048835597325e-05,"2017-2020",NA
"ailvq",2.25048835597325e-06,"2017-2020",NA
"aim",9.00195342389298e-06,"2017-2020",4.50097671194649e-06
"aimed",NA,"2017-2020",1.12524417798662e-05
"aimeetruchan",2.25048835597325e-06,"2017-2020",NA
"aiming",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"aims",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"ain",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"ainsley",NA,"2017-2020",2.25048835597325e-06
"ainsleyearhardt",NA,"2017-2020",2.7005860271679e-05
"aint",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"aipac",2.25048835597325e-06,"2017-2020",NA
"aiqkahdfyf",2.25048835597325e-06,"2017-2020",NA
"air",0.000146281743138261,"2017-2020",0.000195792486969672
"airborne",NA,"2017-2020",2.25048835597325e-06
"airbridge",NA,"2017-2020",4.50097671194649e-06
"airbus",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"aircraft",6.75146506791974e-06,"2017-2020",2.02543952037592e-05
"aircrew",NA,"2017-2020",2.25048835597325e-06
"aircrews",NA,"2017-2020",2.25048835597325e-06
"aired",1.35029301358395e-05,"2017-2020",1.12524417798662e-05
"aires",NA,"2017-2020",2.25048835597325e-06
"airforce",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"airhead",NA,"2017-2020",2.25048835597325e-06
"airing",1.57534184918127e-05,"2017-2020",1.12524417798662e-05
"airlifted",2.25048835597325e-06,"2017-2020",NA
"airline",2.25048835597325e-06,"2017-2020",9.00195342389298e-06
"airliner",NA,"2017-2020",2.25048835597325e-06
"airlines",2.02543952037592e-05,"2017-2020",1.8003906847786e-05
"airlinesdotorg",NA,"2017-2020",2.25048835597325e-06
"airllxnlqa",NA,"2017-2020",2.25048835597325e-06
"airman",2.25048835597325e-06,"2017-2020",NA
"airmanfirst",2.25048835597325e-06,"2017-2020",NA
"airmax's",2.25048835597325e-06,"2017-2020",NA
"airmen",NA,"2017-2020",2.25048835597325e-06
"airpacee",2.25048835597325e-06,"2017-2020",NA
"airplane",6.75146506791974e-06,"2017-2020",6.75146506791974e-06
"airplanes",NA,"2017-2020",9.00195342389298e-06
"airport",2.7005860271679e-05,"2017-2020",8.77690458829566e-05
"airports",2.02543952037592e-05,"2017-2020",2.02543952037592e-05
"airs",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"airspace",NA,"2017-2020",4.50097671194649e-06
"airstrikes",4.50097671194649e-06,"2017-2020",NA
"airtime",1.12524417798662e-05,"2017-2020",1.12524417798662e-05
"airwaves",2.25048835597325e-06,"2017-2020",1.12524417798662e-05
"airways",6.75146506791974e-06,"2017-2020",NA
"ais",NA,"2017-2020",2.25048835597325e-06
"aisle",NA,"2017-2020",4.50097671194649e-06
"aislyeqvvd",NA,"2017-2020",2.25048835597325e-06
"aiue",2.25048835597325e-06,"2017-2020",NA
"aiw",NA,"2017-2020",2.25048835597325e-06
"aixp",2.25048835597325e-06,"2017-2020",NA
"aizkkvbsh",NA,"2017-2020",2.25048835597325e-06
"aj",2.47553719157057e-05,"2017-2020",2.25048835597325e-06
"aja",2.25048835597325e-06,"2017-2020",NA
"ajaj",2.25048835597325e-06,"2017-2020",NA
"ajbarker",2.25048835597325e-06,"2017-2020",NA
"ajbruno",2.25048835597325e-06,"2017-2020",NA
"ajcalloway",2.25048835597325e-06,"2017-2020",NA
"ajcarpenter",2.25048835597325e-06,"2017-2020",NA
"ajcl",NA,"2017-2020",2.25048835597325e-06
"ajcuqm",NA,"2017-2020",2.25048835597325e-06
"ajcydudlf",NA,"2017-2020",2.25048835597325e-06
"ajd",2.25048835597325e-06,"2017-2020",NA
"ajdelgado",2.25048835597325e-06,"2017-2020",NA
"ajdukakis",2.25048835597325e-06,"2017-2020",NA
"ajdx",2.25048835597325e-06,"2017-2020",NA
"ajfbg",NA,"2017-2020",2.25048835597325e-06
"ajfrugoli",2.25048835597325e-06,"2017-2020",NA
"ajic",NA,"2017-2020",2.25048835597325e-06
"ajinsaebug",2.25048835597325e-06,"2017-2020",NA
"ajit",NA,"2017-2020",2.25048835597325e-06
"ajitpaifcc",NA,"2017-2020",9.00195342389298e-06
"ajkaywriter",NA,"2017-2020",2.25048835597325e-06
"ajkuzlyqbg",2.25048835597325e-06,"2017-2020",NA
"ajl",NA,"2017-2020",2.25048835597325e-06
"ajmccarron",9.00195342389298e-06,"2017-2020",NA
"ajodom",2.25048835597325e-06,"2017-2020",NA
